labels,source,path
m_sad,SAVEE,../dataset/savee/AudioData/KL/sa12.wav
m_sad,SAVEE,../dataset/savee/AudioData/KL/sa02.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n02.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n17.wav
m_disgust,SAVEE,../dataset/savee/AudioData/KL/d01.wav
m_disgust,SAVEE,../dataset/savee/AudioData/KL/d13.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n21.wav
m_sad,SAVEE,../dataset/savee/AudioData/KL/sa05.wav
m_happy,SAVEE,../dataset/savee/AudioData/KL/h09.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n20.wav
m_disgust,SAVEE,../dataset/savee/AudioData/KL/d10.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n15.wav
m_surprise,SAVEE,../dataset/savee/AudioData/KL/su04.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n07.wav
m_disgust,SAVEE,../dataset/savee/AudioData/KL/d12.wav
m_fear,SAVEE,../dataset/savee/AudioData/KL/f14.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n08.wav
m_fear,SAVEE,../dataset/savee/AudioData/KL/f06.wav
m_disgust,SAVEE,../dataset/savee/AudioData/KL/d05.wav
m_fear,SAVEE,../dataset/savee/AudioData/KL/f05.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n01.wav
m_happy,SAVEE,../dataset/savee/AudioData/KL/h03.wav
m_fear,SAVEE,../dataset/savee/AudioData/KL/f15.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n14.wav
m_sad,SAVEE,../dataset/savee/AudioData/KL/sa08.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n10.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n18.wav
m_surprise,SAVEE,../dataset/savee/AudioData/KL/su14.wav
m_surprise,SAVEE,../dataset/savee/AudioData/KL/su15.wav
m_surprise,SAVEE,../dataset/savee/AudioData/KL/su06.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n28.wav
m_happy,SAVEE,../dataset/savee/AudioData/KL/h10.wav
m_happy,SAVEE,../dataset/savee/AudioData/KL/h04.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n03.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n30.wav
m_disgust,SAVEE,../dataset/savee/AudioData/KL/d14.wav
m_happy,SAVEE,../dataset/savee/AudioData/KL/h02.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n19.wav
m_sad,SAVEE,../dataset/savee/AudioData/KL/sa01.wav
m_happy,SAVEE,../dataset/savee/AudioData/KL/h01.wav
m_happy,SAVEE,../dataset/savee/AudioData/KL/h15.wav
m_sad,SAVEE,../dataset/savee/AudioData/KL/sa13.wav
m_angry,SAVEE,../dataset/savee/AudioData/KL/a07.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n27.wav
m_happy,SAVEE,../dataset/savee/AudioData/KL/h08.wav
m_surprise,SAVEE,../dataset/savee/AudioData/KL/su05.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n12.wav
m_surprise,SAVEE,../dataset/savee/AudioData/KL/su08.wav
m_sad,SAVEE,../dataset/savee/AudioData/KL/sa04.wav
m_sad,SAVEE,../dataset/savee/AudioData/KL/sa06.wav
m_surprise,SAVEE,../dataset/savee/AudioData/KL/su07.wav
m_happy,SAVEE,../dataset/savee/AudioData/KL/h11.wav
m_surprise,SAVEE,../dataset/savee/AudioData/KL/su01.wav
m_fear,SAVEE,../dataset/savee/AudioData/KL/f04.wav
m_angry,SAVEE,../dataset/savee/AudioData/KL/a06.wav
m_angry,SAVEE,../dataset/savee/AudioData/KL/a03.wav
m_sad,SAVEE,../dataset/savee/AudioData/KL/sa03.wav
m_surprise,SAVEE,../dataset/savee/AudioData/KL/su03.wav
m_angry,SAVEE,../dataset/savee/AudioData/KL/a08.wav
m_angry,SAVEE,../dataset/savee/AudioData/KL/a04.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n16.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n23.wav
m_happy,SAVEE,../dataset/savee/AudioData/KL/h13.wav
m_fear,SAVEE,../dataset/savee/AudioData/KL/f08.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-02-02-01.wav
m_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-01-01-01.wav
m_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-01-01-01.wav
m_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-01-01.wav
m_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-02-02-01.wav
m_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-02-01-01.wav
m_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-02-02-01.wav
m_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-01-01.wav
m_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-02-02-01.wav
m_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-02-01-01.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-02-01-02-02-01.wav
m_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-02-02-01.wav
m_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-02-01.wav
m_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-02-01.wav
m_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-02-02-01.wav
m_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-02-01-01.wav
m_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-01-01.wav
m_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-02-01-01.wav
m_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-02-01-01.wav
m_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-01-01.wav
m_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-01-01-01.wav
m_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-01-01.wav
m_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-01-01-01.wav
m_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-01-02-01.wav
m_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-02-01-01.wav
m_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-01-02-01.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-01-01-01.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-01-01-01-01-01.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-01-02-01.wav
m_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-02-01-01.wav
m_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-01-01-01.wav
m_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-01-02-01.wav
m_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-01-02-01.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-01-01-02-01-01.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-02-01-01.wav
m_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-02-02-01.wav
m_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-01-01.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-01-01-02-02-01.wav
m_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-01-01.wav
m_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-02-02-01.wav
m_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-01-02-01.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-02-01-01-01-01.wav
m_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-02-01-01.wav
m_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-02-01-01.wav
m_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-01-01-01.wav
m_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-02-02-01.wav
m_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-02-02-01.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-02-01-01-02-01.wav
m_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-02-01.wav
m_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-02-01.wav
m_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-01-02-01.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-02-01-02-01-01.wav
m_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-01-02-01.wav
m_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-01-02-01.wav
m_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-02-01.wav
m_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-01-01-01.wav
m_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-01-01-01.wav
m_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-02-01.wav
m_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-02-01.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_01/03-01-01-01-01-02-01.wav
f_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-01-01-02.wav
f_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-01-02.wav
f_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-02-02-02.wav
f_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-02-02-02.wav
f_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-02-01-02.wav
f_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-02-02-02.wav
f_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-02-01-02.wav
f_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-01-01-02.wav
f_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-02-01-02.wav
f_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-01-02-02.wav
f_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-01-01-02.wav
f_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-01-02-02.wav
f_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-02-02.wav
f_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-02-01-02.wav
f_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-01-02-02.wav
f_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-02-01-02.wav
f_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-02-02.wav
f_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-02-02-02.wav
f_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-01-02.wav
f_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-01-02.wav
f_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-01-02-02.wav
f_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-02-02-02.wav
f_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-02-01-02.wav
f_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-01-01-02.wav
f_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-01-02-02.wav
f_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-02-02-02.wav
f_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-02-02-02.wav
f_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-01-02-02.wav
f_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-01-02-02.wav
f_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-01-02.wav
f_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-02-02-02.wav
f_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-01-02-02.wav
f_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-01-01-02.wav
f_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-01-02-02.wav
f_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-02-02-02.wav
f_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-02-01-02.wav
f_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-02-01-02.wav
f_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-02-01-02.wav
f_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-01-02.wav
f_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-01-02-02.wav
f_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-02-02.wav
f_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-02-02-02.wav
f_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-02-02-02.wav
f_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-01-01-02.wav
f_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-02-01-02.wav
f_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-01-01-02.wav
f_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-02-02.wav
f_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-01-01-02.wav
f_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-01-02-02.wav
f_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-02-01-02.wav
f_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-02-02.wav
f_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-02-02-02.wav
f_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-01-01-02.wav
f_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-01-01-02.wav
f_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-01-01-02.wav
f_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-02-02-02.wav
f_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-02-01-02.wav
f_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-02-01-02.wav
f_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-02-02.wav
f_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-01-02.wav
m_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-02-01-03.wav
m_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-02-02-03.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-01-02-03.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-01-02-03.wav
m_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-01-01-03.wav
m_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-02-02-03.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-02-01-03.wav
m_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-08-01-02-01-03.wav
m_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-06-01-02-01-03.wav
m_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-01-02-03.wav
m_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-08-01-02-02-03.wav
m_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-02-01-03.wav
m_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-07-02-02-01-03.wav
m_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-01-01-03.wav
m_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-08-01-01-02-03.wav
m_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-02-01-03.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-02-01-03.wav
m_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-02-02-03.wav
m_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-07-02-02-02-03.wav
m_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-01-01-03.wav
m_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-06-01-02-02-03.wav
m_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-07-01-02-02-03.wav
m_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-01-01-03.wav
m_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-07-01-02-01-03.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-02-02-03.wav
m_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-01-02-03.wav
m_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-07-01-01-02-03.wav
m_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-02-02-03.wav
m_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-02-02-03.wav
m_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-01-01-03.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-01-02-03.wav
m_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-08-02-02-01-03.wav
m_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-08-02-01-01-03.wav
m_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-08-02-02-02-03.wav
m_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-01-02-03.wav
m_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-06-01-01-01-03.wav
m_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-02-01-03.wav
m_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-01-02-03.wav
m_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-02-01-03.wav
m_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-02-02-03.wav
m_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-02-01-03.wav
m_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-01-02-03.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-02-02-03.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-02-01-03.wav
m_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-08-01-01-01-03.wav
m_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-01-01-03.wav
m_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-02-02-03.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-01-01-03.wav
m_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-06-01-01-02-03.wav
m_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-07-01-01-01-03.wav
m_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-08-02-01-02-03.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-01-01-03.wav
m_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-01-02-03.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-01-01-03.wav
m_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-01-02-03.wav
m_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-02-02-03.wav
m_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-07-02-01-01-03.wav
m_sad,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-01-01-03.wav
m_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-02-01-03.wav
m_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_03/03-01-07-02-01-02-03.wav
f_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-02-01-04.wav
f_happy,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-02-02-04.wav
f_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_04/03-01-08-02-01-02-04.wav
f_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_04/03-01-02-01-01-02-04.wav
f_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-01-01-04.wav
f_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-01-02-04.wav
f_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-01-01-04.wav
f_surprise,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_04/03-01-08-02-01-01-04.wav
f_angry,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-01-02-04.wav
f_fear,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-02-02-04.wav
f_neutral,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_04/03-01-02-02-01-01-04.wav
f_disgust,RAVDESS,../dataset/ravdess/Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-02-01-04.wav
